Version,Act,Motif,StartSec,EndSec
P-Ba,A,Nibelungen,6158.1,6160.098
P-Ba,A,Nibelungen,6160.1,6162.198
P-Ba,A,Nibelungen,6168.1,6170.198
P-Ba,A,Nibelungen,6170.2,6172.198
P-Ba,A,Nibelungen,6172.2,6174.298
P-Ba,A,Nibelungen,6174.3,6176.298
P-Ba,A,Nibelungen,6176.3,6178.298
P-Ba,A,Nibelungen,6178.3,6180.398
P-Ba,A,Nibelungen,6180.4,6182.398
P-Ba,A,Nibelungen,6182.4,6184.398
P-Ba,A,Nibelungen,6184.4,6186.298
P-Ba,A,Nibelungen,6186.3,6188.198
P-Ba,A,Nibelungen,6188.2,6190.198
P-Ba,A,Nibelungen,6190.2,6192.098
P-Ba,A,Nibelungen,6192.1,6194.098
P-Ba,A,Nibelungen,6194.1,6195.998
P-Ba,A,Nibelungen,6196.0,6197.998
P-Ba,A,Nibelungen,6198.0,6199.798
P-Ba,A,Nibelungen,6199.8,6201.898
P-Ba,A,Nibelungen,6201.9,6203.898
P-Ba,A,Nibelungen,6203.9,6205.798
P-Ba,A,Nibelungen,6205.8,6207.798
P-Ba,A,Nibelungen,6207.8,6209.698
P-Ba,A,Nibelungen,6209.7,6211.598
P-Ba,A,Nibelungen,6211.6,6213.598
P-Ba,A,Nibelungen,6213.6,6215.598
P-Ba,A,Nibelungen,6215.6,6217.498
P-Ba,A,Nibelungen,6217.5,6219.498
P-Ba,A,Nibelungen,6219.5,6221.498
P-Ba,A,Nibelungen,6221.5,6223.398
P-Ba,A,Nibelungen,6223.4,6225.398
P-Ba,A,Nibelungen,6225.4,6227.198
P-Ba,A,Nibelungen,6227.2,6229.098
P-Ba,A,Nibelungen,6229.1,6231.098
P-Ba,A,Nibelungen,6235.499,6237.598
P-Ba,A,Nibelungen,6237.6,6239.598
P-Ba,A,Nibelungen,6239.6,6241.698
P-Ba,A,Nibelungen,6241.7,6243.731
P-Ba,A,Nibelungen,6243.733,6245.886
P-Ba,A,Nibelungen,6245.888,6247.891
P-Ba,A,Nibelungen,6247.893,6249.898
P-Ba,A,Nibelungen,6249.9,6251.898
P-Ba,A,Nibelungen,6251.9,6253.998
P-Ba,A,Nibelungen,6254.0,6255.898
P-Ba,A,Nibelungen,6255.9,6257.898
P-Ba,A,Nibelungen,7233.722,7236.272
P-Ba,A,Nibelungen,7238.9,7241.45
P-Ba,A,Nibelungen,7244.0,7246.6
P-Ba,A,Nibelungen,7247.9,7250.497
P-Ba,A,Nibelungen,7250.5,7253.097
P-Ba,A,Nibelungen,7253.1,7255.598
P-Ba,A,Nibelungen,7261.0,7263.498
P-Ba,A,Nibelungen,7266.1,7268.797
P-Ba,A,Nibelungen,7268.8,7271.298
P-Ba,A,Nibelungen,7271.3,7273.997
P-Ba,A,Nibelungen,7274.0,7276.498
P-Ba,A,Nibelungen,7276.5,7279.097
P-Ba,A,Nibelungen,7279.1,7281.697
P-Ba,A,Nibelungen,7281.7,7284.297
P-Ba,A,Nibelungen,7284.3,7285.6
P-Ba,A,Nibelungen,7316.9,7319.549
P-Ba,A,Nibelungen,7319.552,7322.386
P-Ba,A,Nibelungen,7356.2,7358.997
P-Ba,A,Nibelungen,7359.0,7361.897
P-Ba,A,Nibelungen,7361.9,7364.997
P-Ba,A,Nibelungen,7365.0,7368.508
P-Ba,A,Nibelungen,7462.443,7464.198
P-Ba,A,Nibelungen,7464.2,7466.398
P-Ba,A,Nibelungen,8038.668,8039.933
P-Ba,A,Nibelungen,8041.118,8042.298
P-Ba,A,Nibelungen,8043.4,8044.498
P-Ba,A,Nibelungen,8045.727,8046.952
P-Ba,A,Nibelungen,8050.847,8052.197
P-Ba,A,Nibelungen,8053.5,8054.797
P-Ba,A,Nibelungenhass,6604.674,6607.166
P-Ba,A,Nibelungenhass,6611.887,6614.26
P-Ba,A,Nibelungenhass,6618.277,6621.049
P-Ba,A,Nibelungenhass,6621.163,6623.832
P-Ba,A,Nibelungenhass,6623.95,6626.716
P-Ba,A,Nibelungenhass,6626.837,6629.449
P-Ba,A,Nibelungenhass,6678.738,6681.349
P-Ba,A,Nibelungenhass,6681.463,6683.966
P-Ba,A,Nibelungenhass,6684.075,6686.649
P-Ba,A,Nibelungenhass,6686.763,6689.266
P-Ba,A,Nibelungenhass,6689.375,6691.699
P-Ba,A,Nibelungenhass,6691.8,6694.176
P-Ba,A,Nibelungenhass,6694.28,6696.848
P-Ba,A,Nibelungenhass,6696.962,6699.383
P-Ba,A,Nibelungenhass,6699.488,6701.716
P-Ba,A,Nibelungenhass,6701.812,6704.016
P-Ba,A,Nibelungenhass,6704.112,6706.288
P-Ba,A,Nibelungenhass,6706.383,6708.61
P-Ba,A,Nibelungenhass,6938.84,6942.323
P-Ba,A,Nibelungenhass,6942.188,6945.348
P-Ba,A,Nibelungenhass,6945.225,6948.256
P-Ba,A,Nibelungenhass,6948.137,6951.156
P-Ba,A,Nibelungenhass,7742.113,7746.132
P-Ba,A,Nibelungenhass,7746.3,7750.132
P-Ba,A,Nibelungenhass,7750.3,7754.798
P-Ba,A,Nibelungenhass,8072.587,8073.95
P-Ba,A,Nibelungenhass,8073.688,8074.998
P-Ba,A,Nibelungenhass,8074.738,8076.2
P-Ba,A,Nibelungenhass,8075.9,8077.398
P-Ba,A,Nibelungenhass,8168.926,8171.723
P-Ba,A,Nibelungenhass,8171.843,8174.366
P-Ba,A,Nibelungenhass,8174.475,8176.966
P-Ba,A,Nibelungenhass,8177.075,8179.61
P-Ba,A,Nibelungenhass,8179.722,8181.377
P-Ba,A,Nibelungenhass,8181.046,8182.697
P-Ba,A,Nibelungenhass,8182.369,8184.05
P-Ba,A,Nibelungenhass,8183.712,8185.397
P-Ba,A,Nibelungenhass,8185.062,8186.65
P-Ba,A,Nibelungenhass,8186.337,8187.898
P-Ba,A,Nibelungenhass,8187.587,8189.25
P-Ba,A,Nibelungenhass,8188.913,8190.597
P-Ba,A,Riesen,1786.3,1787.35
P-Ba,A,Riesen,2068.288,2069.698
P-Ba,A,Riesen,2069.9,2071.25
P-Ba,A,Riesen,2116.0,2117.125
P-Ba,A,Riesen,2117.5,2118.55
P-Ba,A,Riesen,2118.9,2119.95
P-Ba,A,Riesen,2120.3,2121.5
P-Ba,A,Riesen,2121.9,2122.875
P-Ba,A,Riesen,2151.8,2165.649
P-Ba,A,Riesen,2165.653,2177.1
P-Ba,A,Riesen,2174.8,2184.315
P-Ba,A,Riesen,2202.0,2214.596
P-Ba,A,Riesen,2214.6,2223.196
P-Ba,A,Riesen,2255.2,2263.974
P-Ba,A,Riesen,2476.5,2479.897
P-Ba,A,Riesen,2479.9,2483.297
P-Ba,A,Riesen,2576.0,2578.497
P-Ba,A,Riesen,2578.5,2580.898
P-Ba,A,Riesen,2583.3,2585.698
P-Ba,A,Riesen,2588.1,2590.498
P-Ba,A,Riesen,2628.1,2630.697
P-Ba,A,Riesen,2633.2,2635.697
P-Ba,A,Riesen,2896.448,2900.263
P-Ba,A,Riesen,2900.267,2903.697
P-Ba,A,Riesen,3559.0,3563.325
P-Ba,A,Riesen,3568.7,3571.997
P-Ba,A,Riesen,3584.3,3588.9
P-Ba,A,Riesen,3600.8,3604.225
P-Ba,A,Riesen,5814.5,5818.396
P-Ba,A,Riesen,5818.4,5822.098
P-Ba,A,Riesen,5822.101,5825.696
P-Ba,A,Riesen,5825.7,5829.097
P-Ba,A,Riesen,5840.2,5843.943
P-Ba,A,Riesen,5843.947,5847.496
P-Ba,A,Riesen,5847.5,5850.897
P-Ba,A,Riesen,5850.9,5854.297
P-Ba,A,Riesen,5865.3,5867.363
P-Ba,A,Riesen,5868.6,5870.725
P-Ba,A,Riesen,5872.0,5875.097
P-Ba,A,Riesen,5875.1,5878.197
P-Ba,A,Riesen,5878.2,5879.9
P-Ba,A,Riesen,5881.6,5883.25
P-Ba,A,Riesen,5884.9,5887.797
P-Ba,A,Riesen,5887.8,5890.597
P-Ba,A,Riesen,6836.501,6840.896
P-Ba,A,Riesen,6840.9,6844.996
P-Ba,A,Riesen,6845.0,6848.796
P-Ba,A,Riesen,6848.8,6853.096
P-Ba,A,Riesen,6853.1,6857.096
P-Ba,A,Riesen,6857.1,6861.196
P-Ba,A,Riesen,6861.2,6865.396
P-Ba,A,Riesen,6865.4,6869.096
P-Ba,A,Riesen,6869.1,6872.996
P-Ba,A,Riesen,6873.0,6877.096
P-Ba,A,Riesen,6877.1,6881.196
P-Ba,A,Riesen,6881.2,6885.196
P-Ba,A,Riesen,6885.2,6889.096
P-Ba,A,Riesen,6889.1,6892.896
P-Ba,A,Riesen,6892.9,6897.51
P-Ba,A,Riesen,6897.515,6901.596
P-Ba,A,Riesen,6901.6,6905.996
P-Ba,A,Riesen,6906.0,6910.296
P-Ba,A,Riesen,6910.3,6914.496
P-Ba,A,Riesen,6914.5,6918.796
P-Ba,A,Riesen,6918.8,6922.996
P-Ba,A,Riesen,6923.0,6927.296
P-Ba,A,Riesen,6927.3,6931.496
P-Ba,A,Riesen,7051.8,7055.297
P-Ba,A,Riesen,7189.845,7193.197
P-Ba,A,Riesen,7193.2,7195.897
P-Ba,A,Riesen,7195.9,7198.597
P-Ba,A,Riesen,7198.6,7201.197
P-Ba,A,Riesen,7201.2,7203.797
P-Ba,A,Riesen,7219.6,7220.95
P-Ba,A,Riesen,7222.3,7223.45
P-Ba,A,Riesen,7224.6,7225.9
P-Ba,A,Riesen,7227.2,7228.55
P-Ba,A,Riesen,7258.5,7260.998
P-Ba,A,Riesen,7261.0,7263.498
P-Ba,A,Riesen,7263.5,7266.097
P-Ba,A,Riesen,7266.1,7268.797
P-Ba,A,Riesen,7316.9,7318.226
P-Ba,A,Riesen,7319.552,7320.971
P-Ba,A,Riesen,7322.389,7323.695
P-Ba,A,Riesen,8037.4,8038.668
P-Ba,A,Riesen,8039.936,8041.118
P-Ba,A,Riesen,8042.3,8043.4
P-Ba,A,Riesen,8044.5,8045.727
P-Ba,A,Riesen,8046.955,8049.491
P-Ba,A,Riesen,8049.493,8052.197
P-Ba,A,Riesen,8052.2,8054.797
P-Ba,A,Riesen,8054.8,8057.497
P-Ba,A,Riesen,8057.5,8059.998
P-Ba,A,Riesen,8190.6,8191.95
P-Ba,A,Riesen,8191.95,8193.297
P-Ba,A,Riesen,8193.3,8194.55
P-Ba,A,Riesen,8194.55,8195.798
P-Ba,A,Ring,1101.8,1105.487
P-Ba,A,Ring,1106.6,1109.289
P-Ba,A,Ring,1171.3,1176.399
P-Ba,A,Ring,1258.4,1261.754
P-Ba,A,Ring,1262.5,1266.064
P-Ba,A,Ring,1266.8,1270.854
P-Ba,A,Ring,1271.1,1275.824
P-Ba,A,Ring,1324.9,1328.448
P-Ba,A,Ring,1477.3,1485.396
P-Ba,A,Ring,1492.4,1501.542
P-Ba,A,Ring,1510.2,1518.996
P-Ba,A,Ring,1519.0,1528.525
P-Ba,A,Ring,1625.7,1632.497
P-Ba,A,Ring,1632.9,1640.796
P-Ba,A,Ring,1862.0,1869.796
P-Ba,A,Ring,1873.4,1886.295
P-Ba,A,Ring,3112.0,3116.298
P-Ba,A,Ring,3116.3,3121.049
P-Ba,A,Ring,3238.9,3242.01
P-Ba,A,Ring,3242.9,3245.955
P-Ba,A,Ring,3246.8,3248.898
P-Ba,A,Ring,3251.1,3255.498
P-Ba,A,Ring,3255.5,3259.998
P-Ba,A,Ring,3260.3,3265.798
P-Ba,A,Ring,3266.1,3271.035
P-Ba,A,Ring,3271.317,3276.375
P-Ba,A,Ring,3337.2,3341.898
P-Ba,A,Ring,3341.9,3346.898
P-Ba,A,Ring,3360.8,3364.97
P-Ba,A,Ring,3365.205,3370.098
P-Ba,A,Ring,3399.7,3403.098
P-Ba,A,Ring,3460.8,3464.698
P-Ba,A,Ring,3464.7,3468.898
P-Ba,A,Ring,3588.9,3593.297
P-Ba,A,Ring,3662.2,3665.325
P-Ba,A,Ring,3665.8,3668.999
P-Ba,A,Ring,4054.3,4059.65
P-Ba,A,Ring,4123.0,4128.897
P-Ba,A,Ring,4231.9,4233.898
P-Ba,A,Ring,4235.6,4237.298
P-Ba,A,Ring,4460.4,4462.899
P-Ba,A,Ring,4462.9,4465.199
P-Ba,A,Ring,4591.7,4599.45
P-Ba,A,Ring,4716.8,4719.499
P-Ba,A,Ring,4719.5,4721.899
P-Ba,A,Ring,4723.3,4725.999
P-Ba,A,Ring,4726.0,4728.499
P-Ba,A,Ring,4776.7,4779.199
P-Ba,A,Ring,4779.2,4781.699
P-Ba,A,Ring,4891.5,4901.117
P-Ba,A,Ring,4923.605,4924.799
P-Ba,A,Ring,4924.8,4925.899
P-Ba,A,Ring,4925.9,4927.199
P-Ba,A,Ring,4927.2,4928.399
P-Ba,A,Ring,4928.4,4929.799
P-Ba,A,Ring,4929.8,4931.099
P-Ba,A,Ring,4931.1,4932.399
P-Ba,A,Ring,4932.4,4933.609
P-Ba,A,Ring,5104.384,5106.699
P-Ba,A,Ring,5106.7,5108.999
P-Ba,A,Ring,5115.0,5116.283
P-Ba,A,Ring,5346.3,5351.498
P-Ba,A,Ring,5741.4,5742.932
P-Ba,A,Ring,5742.7,5744.332
P-Ba,A,Ring,5744.1,5745.716
P-Ba,A,Ring,5745.5,5747.032
P-Ba,A,Ring,5746.8,5748.432
P-Ba,A,Ring,5748.2,5749.832
P-Ba,A,Ring,5749.6,5751.216
P-Ba,A,Ring,5751.0,5752.532
P-Ba,A,Ring,5752.3,5753.932
P-Ba,A,Ring,5753.7,5755.316
P-Ba,A,Ring,5755.1,5756.616
P-Ba,A,Ring,5756.4,5757.932
P-Ba,A,Ring,5757.7,5759.099
P-Ba,A,Ring,6072.675,6080.42
P-Ba,A,Ring,6117.2,6126.997
P-Ba,A,Ring,6284.958,6290.28
P-Ba,A,Ring,6290.597,6294.525
P-Ba,A,Ring,6294.525,6301.095
P-Ba,A,Ring,6418.8,6423.797
P-Ba,A,Ring,6421.2,6426.697
P-Ba,A,Ring,6465.0,6470.528
P-Ba,A,Ring,6562.4,6574.775
P-Ba,A,Ring,6666.6,6673.05
P-Ba,A,Ring,6673.05,6678.375
P-Ba,A,Ring,7513.0,7514.857
P-Ba,A,Ring,7514.859,7516.698
P-Ba,A,Ring,7516.7,7518.398
P-Ba,A,Ring,7815.8,7832.8
P-Ba,A,Ring,8077.4,8079.698
P-Ba,A,Ring,8079.7,8081.898
P-Ba,A,Ring,8081.9,8084.198
P-Ba,A,Ring,8086.7,8088.898
P-Ba,A,Ring,8088.9,8091.098
P-Ba,A,Ring,8111.325,8120.496
P-Ba,A,Ring,8204.225,8210.175
P-Ba,A,Ring,8210.175,8216.375
P-Ba,A,Ring,8284.2,8298.397
P-Ba,A,Ring,8608.6,8615.229
P-Ba,A,Ring,8615.232,8621.897
P-Ba,A,Ring,8621.9,8628.797
P-Ba,A,Ring,8628.8,8635.796
P-Ba,A,Ring,8756.501,8759.498
P-Ba,A,Ring,8760.8,8764.837
P-Ba,A,Ring,8765.2,8769.139
P-Ba,A,Ring,8769.5,8771.798
P-Ba,A,Ring,8771.8,8773.898
P-Ba,A,Ring,8773.9,8777.265
P-Ba,A,Schwert,8666.032,8676.625
P-Ba,A,Schwert,8690.4,8700.594
P-Ba,A,Vertrag,1774.8,1783.197
P-Ba,A,Vertrag,1792.85,1801.85
P-Ba,A,Vertrag,1804.95,1811.175
P-Ba,A,Vertrag,2009.775,2016.1
P-Ba,A,Vertrag,2180.63,2190.662
P-Ba,A,Vertrag,2271.15,2279.3
P-Ba,A,Vertrag,2311.5,2318.325
P-Ba,A,Vertrag,2328.9,2336.0
P-Ba,A,Vertrag,2366.656,2373.7
P-Ba,A,Vertrag,2652.55,2656.65
P-Ba,A,Vertrag,2815.675,2820.95
P-Ba,A,Vertrag,6494.833,6499.798
P-Ba,A,Vertrag,7963.9,7969.275
P-Ba,A,Walhall-b,1550.7,1554.796
P-Ba,A,Walhall-b,1558.2,1561.874
P-Ba,A,Walhall-b,1561.877,1565.297
P-Ba,A,Walhall-b,1565.3,1568.896
P-Ba,A,Walhall-b,1568.9,1572.396
P-Ba,A,Walhall-b,1572.4,1575.896
P-Ba,A,Walhall-b,1575.9,1579.396
P-Ba,A,Walhall-b,1579.4,1582.896
P-Ba,A,Walhall-b,1586.2,1589.696
P-Ba,A,Walhall-b,1593.1,1596.696
P-Ba,A,Walhall-b,1641.3,1645.096
P-Ba,A,Walhall-b,1645.1,1648.896
P-Ba,A,Walhall-b,1685.8,1689.197
P-Ba,A,Walhall-b,1692.459,1695.697
P-Ba,A,Walhall-b,1695.7,1698.877
P-Ba,A,Walhall-b,1698.88,1702.055
P-Ba,A,Walhall-b,1702.059,1705.297
P-Ba,A,Walhall-b,1705.3,1708.597
P-Ba,A,Walhall-b,1708.6,1711.697
P-Ba,A,Walhall-b,1711.7,1715.196
P-Ba,A,Walhall-b,1718.5,1722.096
P-Ba,A,Walhall-b,1725.504,1729.042
P-Ba,A,Walhall-b,1732.4,1735.797
P-Ba,A,Walhall-b,1966.912,1969.448
P-Ba,A,Walhall-b,1969.451,1971.898
P-Ba,A,Walhall-b,1971.9,1974.797
P-Ba,A,Walhall-b,2223.2,2227.05
P-Ba,A,Walhall-b,2235.755,2240.625
P-Ba,A,Walhall-b,2243.7,2247.868
P-Ba,A,Walhall-b,2462.805,2464.522
P-Ba,A,Walhall-b,2717.3,2718.998
P-Ba,A,Walhall-b,2722.6,2724.3
P-Ba,A,Walhall-b,2751.0,2753.497
P-Ba,A,Walhall-b,2755.9,2758.298
P-Ba,A,Walhall-b,2758.3,2760.698
P-Ba,A,Walhall-b,2760.7,2763.297
P-Ba,A,Walhall-b,2765.8,2768.098
P-Ba,A,Walhall-b,3606.1,3608.463
P-Ba,A,Walhall-b,5190.7,5193.297
P-Ba,A,Walhall-b,5193.3,5195.897
P-Ba,A,Walhall-b,5195.9,5198.397
P-Ba,A,Walhall-b,5198.4,5201.064
P-Ba,A,Walhall-b,5214.016,5217.097
P-Ba,A,Walhall-b,5217.1,5221.496
P-Ba,A,Walhall-b,5273.5,5274.5
P-Ba,A,Walhall-b,8272.6,8274.975
P-Ba,A,Walhall-b,8276.4,8278.9
P-Ba,A,Walhall-b,8280.4,8284.196
P-Ba,A,Walhall-b,8512.1,8515.397
P-Ba,A,Walhall-b,8518.6,8521.797
P-Ba,A,Walhall-b,8521.8,8524.997
P-Ba,A,Walhall-b,8525.0,8528.097
P-Ba,A,Walhall-b,8528.1,8531.397
P-Ba,A,Walhall-b,8531.4,8534.497
P-Ba,A,Walhall-b,8534.5,8537.797
P-Ba,A,Walhall-b,8537.8,8541.197
P-Ba,A,Walhall-b,8544.5,8547.897
P-Ba,A,Walhall-b,8551.1,8554.706
P-Ba,A,Walhall-b,8560.768,8563.997
P-Ba,A,Walhall-b,8564.0,8567.229
P-Ba,A,Walhall-b,8567.232,8570.497
P-Ba,A,Walhall-b,8570.5,8573.897
P-Ba,A,Walhall-b,8577.3,8580.597
P-Ba,A,Walhall-b,8584.277,8587.666
P-Ba,A,Walhall-b,8587.669,8590.897
P-Ba,A,Walhall-b,8590.9,8594.428
P-Ba,A,Walhall-b,8723.7,8726.297
