Version,Act,Motif,StartSec,EndSec
P-Fu,A,Riesen,7509.6,7511.898
P-Fu,A,Riesen,7511.9,7514.358
P-Fu,A,Riesen,7514.36,7516.578
P-Fu,A,Riesen,7530.92,7532.23
P-Fu,A,Riesen,7533.54,7534.7
P-Fu,A,Riesen,7535.86,7537.04
P-Fu,A,Riesen,7538.22,7539.59
P-Fu,A,Riesen,7566.18,7568.618
P-Fu,A,Riesen,7568.62,7570.818
P-Fu,A,Riesen,7570.82,7573.153
P-Fu,A,Riesen,7573.155,7575.458
P-Fu,A,Riesen,7618.54,7619.78
P-Fu,A,Riesen,7621.02,7622.18
P-Fu,A,Riesen,7623.34,7624.583
P-Fu,A,Riesen,8303.84,8305.308
P-Fu,A,Riesen,8306.776,8308.098
P-Fu,A,Riesen,8309.42,8310.64
P-Fu,A,Riesen,8311.86,8313.163
P-Fu,A,Riesen,8314.466,8317.097
P-Fu,A,Riesen,8317.1,8319.777
P-Fu,A,Riesen,8319.78,8322.297
P-Fu,A,Riesen,8322.3,8324.977
P-Fu,A,Riesen,8324.98,8327.697
P-Fu,A,Riesen,8461.26,8462.71
P-Fu,A,Riesen,8462.71,8464.157
P-Fu,A,Riesen,8464.16,8465.64
P-Fu,A,Riesen,8465.64,8467.117
P-Fu,A,Ring,1218.779,1222.621
P-Fu,A,Ring,1223.84,1226.624
P-Fu,A,Ring,1290.4,1296.112
P-Fu,A,Ring,1390.42,1394.085
P-Fu,A,Ring,1394.88,1398.803
P-Fu,A,Ring,1399.6,1404.502
P-Fu,A,Ring,1404.8,1410.362
P-Fu,A,Ring,1466.2,1470.119
P-Fu,A,Ring,1612.734,1620.196
P-Fu,A,Ring,1628.28,1636.116
P-Fu,A,Ring,1644.358,1653.375
P-Fu,A,Ring,1653.38,1662.847
P-Fu,A,Ring,1763.46,1769.447
P-Fu,A,Ring,1769.862,1776.157
P-Fu,A,Ring,1994.462,2001.616
P-Fu,A,Ring,2004.7,2015.276
P-Fu,A,Ring,3308.96,3313.362
P-Fu,A,Ring,3313.364,3317.693
P-Fu,A,Ring,3446.218,3449.843
P-Fu,A,Ring,3450.92,3454.239
P-Fu,A,Ring,3455.28,3457.418
P-Fu,A,Ring,3459.86,3464.738
P-Fu,A,Ring,3464.74,3469.738
P-Fu,A,Ring,3470.02,3475.109
P-Fu,A,Ring,3475.42,3480.3
P-Fu,A,Ring,3480.617,3486.102
P-Fu,A,Ring,3551.78,3557.077
P-Fu,A,Ring,3557.08,3562.367
P-Fu,A,Ring,3578.12,3583.056
P-Fu,A,Ring,3583.325,3588.549
P-Fu,A,Ring,3620.2,3624.338
P-Fu,A,Ring,3687.52,3691.518
P-Fu,A,Ring,3691.52,3695.958
P-Fu,A,Ring,3831.8,3837.256
P-Fu,A,Ring,3912.52,3915.666
P-Fu,A,Ring,3916.08,3919.838
P-Fu,A,Ring,4271.36,4277.778
P-Fu,A,Ring,4349.5,4356.776
P-Fu,A,Ring,4465.54,4467.338
P-Fu,A,Ring,4468.88,4470.493
P-Fu,A,Ring,4696.74,4699.398
P-Fu,A,Ring,4699.4,4701.879
P-Fu,A,Ring,4833.507,4840.819
P-Fu,A,Ring,4952.67,4955.379
P-Fu,A,Ring,4955.38,4957.739
P-Fu,A,Ring,4959.28,4961.899
P-Fu,A,Ring,4961.9,4964.439
P-Fu,A,Ring,5011.38,5014.219
P-Fu,A,Ring,5014.22,5016.779
P-Fu,A,Ring,5137.786,5148.296
P-Fu,A,Ring,5174.62,5175.859
P-Fu,A,Ring,5175.86,5176.839
P-Fu,A,Ring,5176.84,5178.239
P-Fu,A,Ring,5178.24,5179.299
P-Fu,A,Ring,5179.3,5180.379
P-Fu,A,Ring,5180.38,5181.619
P-Fu,A,Ring,5181.62,5183.158
P-Fu,A,Ring,5183.16,5184.449
P-Fu,A,Ring,5368.98,5371.539
P-Fu,A,Ring,5371.54,5374.169
P-Fu,A,Ring,5381.3,5382.806
P-Fu,A,Ring,5641.32,5647.218
P-Fu,A,Ring,6018.015,6019.696
P-Fu,A,Ring,6019.48,6020.984
P-Fu,A,Ring,6020.78,6022.238
P-Fu,A,Ring,6022.007,6023.632
P-Fu,A,Ring,6023.4,6025.026
P-Fu,A,Ring,6024.8,6026.376
P-Fu,A,Ring,6026.16,6027.696
P-Fu,A,Ring,6027.46,6029.119
P-Fu,A,Ring,6028.88,6030.556
P-Fu,A,Ring,6030.32,6031.974
P-Fu,A,Ring,6031.74,6033.389
P-Fu,A,Ring,6033.148,6034.912
P-Fu,A,Ring,6034.6,6036.478
P-Fu,A,Ring,6361.505,6369.31
P-Fu,A,Ring,6409.395,6420.056
P-Fu,A,Ring,6613.445,6618.586
P-Fu,A,Ring,6618.953,6623.542
P-Fu,A,Ring,6623.542,6629.856
P-Fu,A,Ring,6757.792,6762.997
P-Fu,A,Ring,6760.36,6765.789
P-Fu,A,Ring,6807.03,6813.052
P-Fu,A,Ring,6908.24,6921.09
P-Fu,A,Ring,7014.32,7021.69
P-Fu,A,Ring,7021.69,7028.129
P-Fu,A,Ring,7808.8,7810.774
P-Fu,A,Ring,7810.776,7812.923
P-Fu,A,Ring,7812.925,7814.978
P-Fu,A,Ring,8082.26,8095.365
P-Fu,A,Ring,8347.26,8349.658
P-Fu,A,Ring,8349.66,8352.038
P-Fu,A,Ring,8352.04,8354.538
P-Fu,A,Ring,8357.22,8359.698
P-Fu,A,Ring,8359.7,8362.098
P-Fu,A,Ring,8384.54,8391.957
P-Fu,A,Ring,8475.445,8481.77
P-Fu,A,Ring,8481.77,8487.895
P-Fu,A,Ring,8544.08,8558.097
P-Fu,A,Ring,8883.48,8889.509
P-Fu,A,Ring,8889.512,8895.637
P-Fu,A,Ring,8895.64,8901.884
P-Fu,A,Ring,8901.887,8907.717
P-Fu,A,Ring,9034.9,9038.002
P-Fu,A,Ring,9039.591,9043.553
P-Fu,A,Ring,9043.9,9047.602
P-Fu,A,Ring,9047.92,9050.216
P-Fu,A,Ring,9050.218,9051.998
P-Fu,A,Ring,9052.0,9055.232
P-Fu,A,Schwert,8931.212,8940.496
P-Fu,A,Schwert,8955.54,8965.344
P-Fu,A,Vertrag,1910.07,1918.077
P-Fu,A,Vertrag,1927.665,1936.43
P-Fu,A,Vertrag,1939.245,1945.232
P-Fu,A,Vertrag,2136.64,2143.03
P-Fu,A,Vertrag,2321.945,2332.42
P-Fu,A,Vertrag,2414.716,2423.028
P-Fu,A,Vertrag,2455.7,2461.53
P-Fu,A,Vertrag,2474.74,2482.424
P-Fu,A,Vertrag,2514.76,2522.172
P-Fu,A,Vertrag,2820.67,2825.025
P-Fu,A,Vertrag,2992.957,2998.33
P-Fu,A,Vertrag,6841.885,6847.358
P-Fu,A,Vertrag,8222.665,8227.198
P-Fu,A,Walhall-b,1683.42,1687.156
P-Fu,A,Walhall-b,1691.51,1695.673
P-Fu,A,Walhall-b,1695.677,1699.356
P-Fu,A,Walhall-b,1699.36,1703.096
P-Fu,A,Walhall-b,1703.1,1706.696
P-Fu,A,Walhall-b,1706.7,1710.676
P-Fu,A,Walhall-b,1710.68,1714.336
P-Fu,A,Walhall-b,1714.34,1718.196
P-Fu,A,Walhall-b,1721.94,1725.596
P-Fu,A,Walhall-b,1729.5,1733.376
P-Fu,A,Walhall-b,1776.54,1780.496
P-Fu,A,Walhall-b,1780.5,1784.376
P-Fu,A,Walhall-b,1816.98,1820.616
P-Fu,A,Walhall-b,1824.079,1827.796
P-Fu,A,Walhall-b,1827.8,1831.426
P-Fu,A,Walhall-b,1831.43,1834.757
P-Fu,A,Walhall-b,1834.76,1838.416
P-Fu,A,Walhall-b,1838.42,1841.936
P-Fu,A,Walhall-b,1841.94,1845.496
P-Fu,A,Walhall-b,1845.5,1849.016
P-Fu,A,Walhall-b,1852.76,1856.456
P-Fu,A,Walhall-b,1860.3,1863.976
P-Fu,A,Walhall-b,1867.96,1871.437
P-Fu,A,Walhall-b,2094.9,2098.017
P-Fu,A,Walhall-b,2098.02,2100.597
P-Fu,A,Walhall-b,2100.6,2103.357
P-Fu,A,Walhall-b,2364.596,2368.222
P-Fu,A,Walhall-b,2377.016,2382.09
P-Fu,A,Walhall-b,2385.0,2389.268
P-Fu,A,Walhall-b,2613.96,2615.749
P-Fu,A,Walhall-b,2890.66,2892.25
P-Fu,A,Walhall-b,2895.86,2897.42
P-Fu,A,Walhall-b,2924.5,2927.297
P-Fu,A,Walhall-b,2930.28,2932.957
P-Fu,A,Walhall-b,2932.96,2935.837
P-Fu,A,Walhall-b,2935.84,2938.477
P-Fu,A,Walhall-b,2941.48,2944.377
P-Fu,A,Walhall-b,3853.0,3855.993
P-Fu,A,Walhall-b,5467.835,5470.957
P-Fu,A,Walhall-b,5470.96,5473.997
P-Fu,A,Walhall-b,5474.0,5476.877
P-Fu,A,Walhall-b,5476.88,5480.157
P-Fu,A,Walhall-b,5497.24,5501.536
P-Fu,A,Walhall-b,5501.54,5505.536
P-Fu,A,Walhall-b,5564.62,5565.786
P-Fu,A,Walhall-b,8533.015,8535.206
P-Fu,A,Walhall-b,8536.52,8538.82
P-Fu,A,Walhall-b,8540.2,8544.076
P-Fu,A,Walhall-b,8777.7,8781.099
P-Fu,A,Walhall-b,8784.26,8787.876
P-Fu,A,Walhall-b,8787.88,8791.057
P-Fu,A,Walhall-b,8791.06,8794.916
P-Fu,A,Walhall-b,8794.92,8797.997
P-Fu,A,Walhall-b,8798.0,8801.536
P-Fu,A,Walhall-b,8801.54,8805.356
P-Fu,A,Walhall-b,8805.36,8808.617
P-Fu,A,Walhall-b,8812.2,8815.756
P-Fu,A,Walhall-b,8819.34,8823.316
P-Fu,A,Walhall-b,8830.348,8833.904
P-Fu,A,Walhall-b,8833.908,8837.456
P-Fu,A,Walhall-b,8837.46,8840.777
P-Fu,A,Walhall-b,8840.78,8844.456
P-Fu,A,Walhall-b,8848.26,8851.896
P-Fu,A,Walhall-b,8855.32,8858.856
P-Fu,A,Walhall-b,8858.86,8862.696
P-Fu,A,Walhall-b,8862.7,8866.556
P-Fu,A,Walhall-b,8995.42,8998.257
