Motif;StartMeasure;EndMeasure
Nibelungenhass;62;63.063
Nibelungenhass;62.938;64.063
Nibelungenhass;63.938;64.5
Nibelungenhass;66;67.063
Nibelungenhass;67.063;67.999
Nibelungenhass;75.083;75.999
Nibelungenhass;76.083;76.999
Nibelungenhass;79.083;79.999
Nibelungenhass;80.083;81.063
Nibelungenhass;80.5;81.999
Nibelungenhass;82;83.063
Nibelungenhass;82.938;84.063
Nibelungenhass;83.938;85.063
Nibelungenhass;84.938;86.063
Nibelungenhass;85.938;87.063
Nibelungenhass;86.938;88.063
Nibelungenhass;87.938;88.999
Nibelungenhass;94.916;95.583
Nibelungenhass;96.875;97.916
Nibelungenhass;100.063;100.999
Nibelungenhass;103.063;103.999
Nibelungenhass;129.083;130.083
Nibelungenhass;129.916;131.083
Nibelungenhass;130.916;132.166
Nibelungenhass;140;141.063
Nibelungenhass;146.938;147.75
Nibelungenhass;149;150.166
Nibelungenhass;149.916;151.083
Nibelungenhass;150.875;152.083
Nibelungenhass;151.916;153.083
Nibelungenhass;152.916;154.083
Nibelungenhass;153.916;155.083
Nibelungenhass;163.063;164.063
Nibelungenhass;163.957;165.063
Nibelungenhass;164.938;166.083
Nibelungenhass;165.916;167.063
Nibelungenhass;166.916;168.083
Nibelungenhass;167.938;169.083
Nibelungenhass;168.916;170.083
Nibelungenhass;169.916;170.999
Nibelungenhass;178.083;178.75
Nibelungenhass;179.083;179.75
Nibelungenhass;876.875;877.833
Nibelungenhass;878.875;879.833
Nibelungenhass;879.875;880.833
Nibelungenhass;880.875;881.833
Nibelungenhass;881.875;882.833
Nibelungenhass;883.875;884.833
Nibelungenhass;884.875;885.833
Nibelungenhass;885.875;886.833
Nibelungenhass;886.875;887.833
Nibelungenhass;887.875;888.833
Nibelungenhass;888.875;889.833
Nibelungenhass;889.875;890.833
Nibelungenhass;890.875;891.833
Nibelungenhass;891.875;892.833
Nibelungenhass;892.75;893.833
Nibelungenhass;893.75;894.833
Nibelungenhass;894.75;895.833
Nibelungenhass;897;897.833
Nibelungenhass;897.75;898.833
Nibelungenhass;898.75;899.833
Nibelungenhass;899.75;900.833
Nibelungenhass;900.75;901.833
Nibelungenhass;901.75;902.833
Nibelungenhass;902.75;903.833
Nibelungenhass;930.75;931.583
Nibelungenhass;931.375;931.999
Nibelungenhass;932.375;932.999
Nibelungenhass;935.375;935.999
Nibelungenhass;976.125;977.083
Nibelungenhass;976.875;977.875
Nibelungenhass;981.125;982.083
Nibelungenhass;981.875;983.875
Nibelungenhass;1100;1100.999
Nibelungenhass;1101;1101.999
Nibelungenhass;1102;1102.999
Nibelungenhass;1104;1104.999
Nibelungenhass;1320;1320.999
Nibelungenhass;1321;1321.999
Nibelungenhass;1324;1324.999
Nibelungenhass;1325;1325.999
Nibelungenhass;1328;1328.999
Nibelungenhass;1329.875;1331.375
Nibelungenhass;1331.875;1333.375
Nibelungenhass;1442.875;1443.833
Nibelungenhass;1443.875;1444.833
Nibelungenhass;1444.875;1445.833
Nibelungenhass;1445.875;1446.833
Nibelungenhass;1446.875;1447.833
Nibelungenhass;1447.875;1448.833
Nibelungenhass;1624;1624.999
Nibelungenhass;1625;1625.999
Nibelungenhass;1626;1626.999
Ring;34;34.999
Ring;36;36.999
Ring;38;38.999
Ring;41;42.083
Ring;42;43.083
Ring;58;58.999
Ring;84.5;85.063
Ring;85.5;86.063
Ring;114.5;115.125
Ring;116;116.5
Ring;116.5;116.999
Ring;117;117.833
Ring;118;118.875
Ring;119;119.875
Ring;143;143.999
Ring;144;144.833
Ring;860;860.75
Ring;912;912.625
Ring;913;913.625
Ring;914;914.5
Ring;915.5;915.999
Ring;917;917.625
Ring;918;918.625
Ring;919;919.875
Ring;921;922.625
Ring;923;924.583
Ring;946;946.5
Ring;947;947.5
Ring;948;948.5
Ring;948.5;948.999
Ring;953;953.5
Ring;954;954.5
Ring;1569;1570.999
Ring;1571;1572.999
Schicksal;825;826.999
Schicksal;845.25;849.125
Schicksal;1346;1348.875
Schicksal;1349;1350.999
Schicksal;1352;1353.999
Schicksal;1355;1356.999
Schwert;90;91.25
Schwert;110.75;112.125
Schwert;153.875;155.375
Schwert;325.833;327.666
Schwert;813.875;815.125
Schwert;1059.75;1062.999
Schwert;1065.875;1068.999
Schwert;1069.75;1071.75
Schwert;1079.875;1081.25
Schwert;1084.875;1086.999
Schwert;1454.938;1456.125
Siegfried;937.25;939.625
Siegfried;1411.875;1413.999
Siegfried;1429.875;1431.999
Siegfried;1433.938;1435.875
Siegfried;1453.188;1454.625
Vertrag;112.125;114.25
Vertrag;1060;1061.999
