Motif;StartMeasure;EndMeasure
Jugendkraft;1816;1816.999
Jugendkraft;1817;1817.999
Jugendkraft;1818;1819.999
Jugendkraft;1820;1821.999
Jugendkraft;1822;1823.999
Jugendkraft;1824;1825.999
Jugendkraft;1826;1827.999
Jugendkraft;1828;1829.999
Jugendkraft;1830;1831.999
Jugendkraft;1969;1969.999
Jugendkraft;1970;1970.999
Jugendkraft;1971;1971.999
Jugendkraft;1972;1972.999
Jugendkraft;1976;1976.999
Jugendkraft;1977;1977.999
Jugendkraft;1978;1978.999
Jugendkraft;1979;1979.999
Jugendkraft;1980;1980.999
Jugendkraft;1986;1986.5
Jugendkraft;1987;1987.5
Jugendkraft;1988;1988.999
Jugendkraft;2009;2009.5
Jugendkraft;2010;2010.5
Jugendkraft;2011;2011.5
Jugendkraft;2011.5;2011.999
Jugendkraft;2027;2027.5
Jugendkraft;2027.5;2027.999
Jugendkraft;2028;2028.498
Jugendkraft;2028.5;2028.997
Jugendkraft;2046.5;2046.999
Jugendkraft;2047;2047.5
Jugendkraft;2047.5;2047.999
Jugendkraft;2093.5;2093.999
Jugendkraft;2094.5;2094.999
Jugendkraft;2095;2095.5
Jugendkraft;2095.5;2095.999
Jugendkraft;2096.5;2096.999
Jugendkraft;2097;2097.5
Jugendkraft;2097.5;2097.999
Jugendkraft;2209;2209.999
Jugendkraft;2210;2210.999
Jugendkraft;2211;2211.999
Jugendkraft;2212;2212.999
Jugendkraft;2213;2213.999
Jugendkraft;2214;2214.999
Jugendkraft;2215;2215.999
Jugendkraft;2216;2216.999
Jugendkraft;2218;2218.999
Jugendkraft;2252;2253.999
Jugendkraft;2254;2255.999
Liebe;983.25;984.25
Liebe;984.25;985.625
Liebe;985;986.625
Liebe;986;987.25
Liebe;987;988.5
Liebe;989;990.25
Mime;434;434.999
Mime;435;435.999
Mime;436;436.999
Mime;437;437.999
Mime;438;438.999
Mime;439;439.999
Mime;440;440.999
Mime;441;441.999
Mime;442;442.999
Mime;443;443.999
Mime;444;444.999
Mime;445;445.999
Mime;446;446.999
Mime;447;447.999
Mime;448;448.999
Mime;449;449.999
Mime;468;468.999
Mime;470;470.999
Mime;472;472.999
Mime;473;473.999
Mime;474;474.999
Mime;475;475.999
Mime;476;476.999
Mime;477;477.999
Mime;478;478.999
Mime;479;479.999
Mime;480;480.999
Mime;481;481.999
Mime;482;482.999
Mime;483;483.999
Mime;484;484.999
Mime;485;485.999
Mime;486;486.999
Mime;487;487.999
Mime;490;490.999
Mime;491;491.999
Mime;492;492.999
Mime;493;493.999
Mime;500;500.5
Mime;500.5;500.999
Mime;501;501.5
Mime;501.5;501.999
Mime;502;502.5
Mime;502.5;502.999
Mime;503;503.5
Mime;503.5;503.999
Mime;504;504.5
Mime;504.5;504.999
Mime;505;505.5
Mime;505.5;505.999
Mime;506;506.5
Mime;506.5;506.999
Mime;507;507.5
Mime;508;508.5
Mime;509;509.5
Mime;510;510.5
Mime;511;511.5
Mime;511.5;511.999
Mime;513;513.999
Mime;515;515.999
Mime;517;517.999
Mime;519;519.999
Mime;521;521.999
Mime;523;523.999
Mime;525;525.999
Mime;527;527.999
Mime;529;529.999
Mime;531;531.999
Mime;533;533.999
Mime;535;535.999
Mime;537;537.999
Mime;539;539.999
Mime;541;541.999
Mime;543;543.999
Mime;546;546.999
Mime;547;547.999
Mime;551;551.999
Mime;552;552.999
Mime;553;553.999
Mime;554;554.999
Mime;555;555.999
Mime;558;558.999
Mime;559;559.999
Mime;560;560.999
Mime;561;561.999
Mime;562;562.999
Mime;563;563.999
Mime;564;564.999
Mime;565;565.999
Mime;566;566.999
Mime;567;567.999
Mime;569;569.999
Mime;571;571.999
Mime;573;573.999
Mime;574;574.999
Mime;576;576.999
Mime;578.333;578.999
Mime;579;579.999
Mime;580.333;580.999
Mime;581;581.999
Mime;582.333;582.999
Mime;584.333;584.999
Mime;586.333;586.999
Mime;588.333;588.999
Mime;589.333;589.999
Mime;610;610.999
Mime;611;611.999
Mime;612;612.999
Mime;613;613.999
Mime;614;614.999
Mime;617;617.999
Mime;618;618.999
Mime;619;619.999
Mime;620;620.999
Mime;621;621.999
Mime;624;624.999
Mime;625;625.999
Mime;626;626.999
Mime;627;627.999
Mime;628;628.999
Mime;642;642.999
Mime;644;644.999
Mime;646;646.999
Mime;647;647.999
Mime;648;648.999
Mime;649;649.999
Mime;650;650.999
Mime;651;651.999
Mime;652;652.999
Mime;653;653.999
Mime;654;654.999
Mime;655;655.999
Mime;656;656.999
Mime;657;657.999
Mime;658;658.999
Mime;659;659.999
Mime;660;660.999
Mime;727;727.999
Mime;728;728.999
Mime;729;729.999
Mime;730;730.999
Mime;731;731.999
Mime;733;733.999
Mime;949;949.5
Mime;949.5;949.999
Mime;950;950.5
Mime;950.5;950.999
Mime;951;951.5
Mime;951.5;951.999
Mime;952;952.5
Mime;952.5;952.999
Mime;953;953.5
Mime;953.5;953.999
Mime;954;954.5
Mime;954.5;954.999
Mime;956;956.5
Mime;956.5;956.999
Mime;957;957.5
Mime;957.5;957.999
Mime;958;958.5
Mime;958.5;958.999
Mime;959;959.5
Mime;959.5;959.999
Mime;960;960.492
Mime;1053;1054.999
Mime;1055;1055.999
Mime;1832;1832.999
Mime;1833;1833.999
Mime;1834;1834.999
Mime;1835;1835.999
Mime;1836;1836.999
Mime;1837;1837.999
Mime;1838;1838.999
Mime;1839;1839.999
Mime;1840;1840.999
Mime;1841;1841.999
Mime;2032.5;2033.5
Mime;2033.5;2033.999
Mime;2034.5;2035.5
Mime;2035.5;2035.999
Mime;2036.5;2037.5
Mime;2037.75;2038.5
Mime;2077;2077.5
Mime;2077.5;2077.999
Mime;2078;2078.5
Mime;2078.5;2078.999
Mime;2080;2080.5
Mime;2080.5;2080.999
Mime;2081;2081.5
Mime;2081.5;2081.999
Mime;2082;2082.5
Mime;2088.5;2088.999
Mime;2089;2089.999
Mime;2220;2220.999
Mime;2221;2221.999
Mime;2223;2223.999
Mime;2224;2224.999
Mime;2225;2225.999
Mime;2226;2226.999
Mime;2227;2227.999
Mime;2228;2228.999
Mime;2229;2229.999
Mime;2238;2238.999
Mime;2240;2240.999
Mime;2242;2242.999
Mime;2243;2243.999
Mime;2244;2244.999
Mime;2245;2245.999
Mime;2246;2246.999
Mime;2247;2247.999
Mime;2248;2248.999
Mime;2249;2249.999
Mime;2250;2250.999
Mime;2257;2257.999
Mime;2258;2258.999
Mime;2259;2259.999
Nibelungen;50.333;51.999
Nibelungen;52.333;53.999
Nibelungen;54.166;54.999
Nibelungen;55;55.999
Nibelungen;56;56.999
Nibelungen;57.5;58.999
Nibelungen;59.333;60.999
Nibelungen;61.166;61.999
Nibelungen;62;62.999
Nibelungen;63;63.999
Nibelungen;68;68.999
Nibelungen;69;69.999
Nibelungen;70;70.999
Nibelungen;71;71.999
Nibelungen;72;72.999
Nibelungen;73;73.999
Nibelungen;74;74.999
Nibelungen;75;75.999
Nibelungen;76;76.999
Nibelungen;77;77.999
Nibelungen;78;78.999
Nibelungen;79;79.999
Nibelungen;80;80.999
Nibelungen;81;81.999
Nibelungen;82;82.999
Nibelungen;83;83.999
Nibelungen;84;84.999
Nibelungen;85;85.999
Nibelungen;86;86.999
Nibelungen;87;87.999
Nibelungen;88;88.999
Nibelungen;89;89.999
Nibelungen;90;90.999
Nibelungen;91;91.999
Nibelungen;92;92.999
Nibelungen;93;93.999
Nibelungen;94;94.999
Nibelungen;95;95.999
Nibelungen;96;96.999
Nibelungen;97;97.999
Nibelungen;98;98.999
Nibelungen;99;99.999
Nibelungen;121.666;122.999
Nibelungen;123;123.999
Nibelungen;124;124.999
Nibelungen;125;125.999
Nibelungen;126;126.999
Nibelungen;127;127.999
Nibelungen;128;128.999
Nibelungen;129;129.999
Nibelungen;130;130.999
Nibelungen;131;131.999
Nibelungen;132;132.999
Nibelungen;133;133.999
Nibelungen;134;134.999
Nibelungen;135;135.999
Nibelungen;136;136.999
Nibelungen;137;137.999
Nibelungen;138;138.999
Nibelungen;139;139.999
Nibelungen;140;140.999
Nibelungen;143;143.999
Nibelungen;144;144.999
Nibelungen;145;145.999
Nibelungen;146;146.999
Nibelungen;147;147.999
Nibelungen;148;148.999
Nibelungen;149;149.999
Nibelungen;152;152.999
Nibelungen;153;153.999
Nibelungen;154;154.999
Nibelungen;169.333;169.999
Nibelungen;170;170.666
Nibelungen;171.333;171.999
Nibelungen;172;172.666
Nibelungen;173;173.999
Nibelungen;174;174.999
Nibelungen;175;175.999
Nibelungen;230;230.999
Nibelungen;231;231.999
Nibelungen;232;232.999
Nibelungen;233;233.999
Nibelungen;234;234.999
Nibelungen;235;235.999
Nibelungen;236;236.999
Nibelungen;237;237.999
Nibelungen;240;240.999
Nibelungen;241;241.999
Nibelungen;242;242.999
Nibelungen;243;243.999
Nibelungen;244;244.999
Nibelungen;245;245.999
Nibelungen;884.5;885.999
Nibelungen;1104.5;1105.666
Nibelungen;1106.5;1107.666
Nibelungen;1108.5;1109.666
Nibelungen;1110.5;1111.666
Nibelungen;1112.5;1113.666
Nibelungen;1114.5;1115.666
Nibelungen;1116.5;1117.666
Nibelungen;1118.5;1119.999
Nibelungen;1120.5;1121.999
Nibelungen;1122.5;1124.333
Nibelungen;1262;1262.833
Nibelungen;1264;1264.833
Nibelungen;1266;1266.999
Nibelungen;1268;1268.999
Nibelungen;1270;1270.999
Nibelungen;1271;1271.999
Nibelungen;1272;1272.999
Nibelungen;1273;1273.999
Nibelungen;1275;1275.999
Nibelungen;1277;1277.999
Nibelungen;1279;1279.999
Nibelungen;1280;1280.999
Nibelungen;1281;1281.999
Nibelungen;1282;1282.999
Nibelungen;1367;1367.75
Nibelungen;1368;1368.75
Nibelungen;1369;1369.75
Nibelungen;1370;1370.75
Nibelungen;1394.5;1394.999
Nibelungen;1414;1414.625
Nibelungen;1415;1415.625
Nibelungen;1424.25;1424.999
Nibelungen;1436.25;1436.999
Nibelungen;1437.25;1437.999
Nibelungen;1438.25;1438.999
Nibelungen;1439.25;1439.999
Nibelungen;1440.25;1440.999
Nibelungen;1441.25;1441.999
Nibelungen;1442.25;1442.999
Nibelungen;1443.25;1443.999
Nibelungen;1444.25;1444.999
Nibelungen;1445.25;1445.999
Nibelungen;1446.25;1446.999
Nibelungen;1447.25;1447.999
Nibelungen;1448.25;1448.999
Nibelungen;1449.25;1449.999
Nibelungen;1450.25;1450.999
Nibelungen;1451.25;1451.999
Nibelungen;1452.25;1452.999
Nibelungen;1457;1457.625
Nibelungen;1458;1458.625
Nibelungen;1459;1459.875
Nibelungen;1462.5;1462.999
Nibelungen;1464.5;1464.999
Nibelungen;1465.5;1465.999
Nibelungen;1470.25;1470.875
Nibelungen;1510.5;1510.999
Nibelungen;1512.5;1512.875
Nibelungen;1516.25;1516.875
Nibelungen;1568;1568.666
Nibelungen;1569;1569.666
Nibelungen;1594.25;1594.999
Nibelungen;1636.25;1636.5
Nibelungen;1636.75;1636.999
Nibelungen;1637.25;1637.999
Nibelungen;1640.25;1640.5
Nibelungen;1640.75;1640.999
Nibelungen;1642.25;1642.5
Nibelungen;1642.75;1642.999
Nibelungen;1650.25;1650.999
Nibelungen;1652.25;1652.999
Nibelungen;1654.25;1654.999
Nibelungen;1655.25;1655.999
Nibelungen;1656;1656.75
Nibelungen;1676.25;1676.999
Nibelungen;1678.25;1678.999
Nibelungen;1697.25;1697.999
Nibelungen;1698.25;1698.999
Nibelungen;1702.25;1702.999
Nibelungen;1703.25;1703.999
Nibelungen;1711;1711.5
Nibelungen;1712;1712.5
Nibelungen;1713;1713.5
Nibelungen;1714;1714.5
Nibelungen;1715;1715.5
Nibelungen;1716;1716.5
Nibelungen;1728.5;1729.999
Nibelungen;1730;1730.999
Nibelungen;1743.333;1744.999
Nibelungen;1754.166;1755.999
Nibelungen;1756.166;1757.999
Nibelungen;1758.166;1759.999
Nibelungen;1760.166;1761.5
Nibelungen;1788;1788.999
Nibelungen;1789;1789.999
Nibelungen;1790;1790.999
Nibelungen;1792.5;1793.999
Nibelungen;1795;1795.999
Nibelungen;1796;1796.999
Nibelungen;1797;1797.999
Nibelungen;1798.5;1799.999
Nibelungen;1800;1800.999
Nibelungen;1870.25;1870.999
Nibelungen;1871;1871.999
Nibelungen;1872;1872.999
Nibelungen;1873;1873.999
Nibelungen;1874;1874.999
Nibelungen;2284;2284.999
Nibelungen;2290;2290.999
Nibelungen;2295.5;2296.999
Nibelungen;2529;2529.999
Nibelungen;2530;2530.999
Nibelungen;2531;2531.999
Nibelungen;2532;2532.999
Nibelungen;2533;2533.999
Nibelungen;2534;2534.999
Nibelungen;2535;2535.999
Nibelungen;2536;2536.999
Nibelungen;2537;2537.999
Nibelungen;2666.833;2667.999
Nibelungen;2668;2668.999
Nibelungen;2782;2782.999
Nibelungen;2783;2783.999
Nibelungen;2784;2784.999
Nibelungen;2785;2785.999
Nibelungen;2795;2795.5
Nibelungen;2797;2797.5
Nibelungen;2799;2799.999
Nibelungen;2800;2800.999
Nibelungen;2801;2801.999
Nibelungen;2812;2812.5
Nibelungen;2814;2814.5
Nibelungen;2816;2816.5
Nibelungen;2820;2820.5
Nibelungen;2822;2822.5
Nibelungen;2824;2824.5
Nibelungen;2828;2828.999
Nibelungen;2830;2830.5
Nibelungen;2893;2893.999
Nibelungen;2894;2894.999
Nibelungen;2895;2895.999
Nibelungen;2896;2896.999
Nibelungen;2897;2897.999
Nibelungen;2898;2898.999
Riesen;362;362.999
Riesen;363;363.999
Riesen;364;364.999
Riesen;365;365.999
Riesen;366;366.999
Riesen;367;367.999
Riesen;368;368.999
Riesen;369;369.999
Riesen;370;370.999
Riesen;371;371.999
Riesen;372;372.999
Riesen;373;373.999
Riesen;1481;1481.999
Riesen;1482;1482.999
Riesen;1483;1483.999
Riesen;1484;1484.999
Riesen;1485;1485.999
Riesen;1486;1486.999
Riesen;1487;1487.999
Riesen;1488;1488.999
Riesen;1489;1489.999
Riesen;1490;1490.999
Riesen;1491;1491.999
Riesen;1492;1492.999
Riesen;1493;1493.999
Riesen;1494;1494.999
Riesen;1495;1495.999
Riesen;1496;1496.999
Riesen;1572;1572.666
Riesen;1573;1573.666
Riesen;1574;1574.666
Ring;100;101.999
Ring;102;103.999
Ring;104;105.999
Ring;106;107.999
Ring;108;109.999
Ring;110;110.999
Ring;111;111.999
Ring;112;112.999
Ring;113;113.999
Ring;114;114.999
Ring;115;115.999
Ring;211;212.999
Ring;214;215.999
Ring;1444;1446.25
Ring;1446;1448.999
Ring;1493;1494.999
Ring;1495;1496.999
Ring;1570;1571.833
Ring;2409;2410.999
Ring;2411;2412.999
Ring;2413;2414.999
Ring;2415;2416.999
Ring;2417;2417.999
Ring;2418;2418.999
Ring;2525;2526.666
Ring;2526;2527.333
Ring;2527;2527.999
Schwert;118.583;121.999
Schwert;160.916;162.166
Schwert;161.916;162.999
Schwert;165.583;166.999
Schwert;166.25;166.999
Schwert;206.25;207.166
Schwert;210.25;211.166
Schwert;216.916;218.666
Schwert;218.916;220.666
Schwert;220.916;223.999
Schwert;1103.833;1107.999
Schwert;1107.833;1111.999
Schwert;1124.833;1126.999
Schwert;1148.75;1150.75
Schwert;1150.75;1152.75
Schwert;1152.75;1154.75
Schwert;1154.75;1156.75
Schwert;1156.75;1158.75
Schwert;1158.75;1160.5
Schwert;1175.875;1178.25
Schwert;1733.833;1735.999
Schwert;1747.833;1749.999
Schwert;1767.833;1769.999
Schwert;1867.833;1868.999
Schwert;1882.875;1883.875
Schwert;1947.375;1949.75
Schwert;1998.875;2000.999
Schwert;2071.875;2073.625
Schwert;2263.75;2266.999
Schwert;2269.833;2271.999
Schwert;2423.833;2425.999
Schwert;2556.833;2558.999
Schwert;2558.833;2560.999
Schwert;2560.833;2562.999
Schwert;2578.833;2580.999
Schwert;2579.833;2582.999
Schwert;2609.833;2611.166
Schwert;2726.75;2728.875
Schwert;2952.666;2954.999
Schwert;2972.666;2974.999
Schwert;2975;2976.999
Schwert;2977;2978.999
Schwert;2979;2980.999
Siegfried;333.833;335.999
Siegfried;337.833;339.999
Siegfried;873.833;880.5
Siegfried;995.833;997.5
Siegfried;1024.833;1028.5
Siegfried;1690.875;1694.5
Siegfried;1761.833;1768.999
Siegfried;1802.833;1806.25
Siegfried;1892.875;1894.25
Siegfried;2020.75;2024.5
Siegfried;2151.875;2154.75
Siegfried;2393.833;2396.5
Vertrag;1371;1373.999
Vertrag;1380;1382.999
Vertrag;1405;1407.999
Vertrag;1414;1416.25
Vertrag;1415;1417.25
Vertrag;1457;1459.25
Vertrag;1458;1460.25
Vertrag;1504;1506.25
Vertrag;1505;1506.25
Vertrag;1585;1588.25
Vertrag;1609;1611.25
Vertrag;1615;1617.25
Vertrag;1632;1634.125
Vertrag;1633;1634.125
Vertrag;1870;1872.999
Waberlohe;2126;2127.25
Waberlohe;2128;2129.25
Waberlohe;2129;2130.25
Waberlohe;2130;2131.25
Waberlohe;2131;2132.25
Waberlohe;2132;2133.25
Waberlohe;2138;2139.25
Waberlohe;2139;2140.25
Waberlohe;2140;2141.25
Waberlohe;2141;2142.25
Waberlohe;2142;2143.25
Waberlohe;2143;2144.25
Waberlohe;2146.25;2147.999
Waberlohe;2148;2149.999
Waberlohe;2150.25;2151.25
Waberlohe;2164;2165.25
Waberlohe;2165;2166.25
Waberlohe;2169;2170.75
Waberlohe;2175;2176.25
Waberlohe;2176;2177.5
Waberlohe;2184;2185.999
Waberlohe;2186;2187.999
Waberlohe;2190;2191.999
Waberlohe;2192;2193.999
