Motif;StartMeasure;EndMeasure
Ritt;17.333;17.999
Ritt;18.333;18.999
Ritt;19.333;19.999
Ritt;23.333;23.999
Ritt;24.333;24.999
Ritt;25.333;25.999
Ritt;26.333;26.999
Ritt;27.333;27.999
Ritt;30.333;30.999
Ritt;31.333;31.999
Ritt;32.333;32.999
Ritt;36.333;36.999
Ritt;67.333;67.999
Ritt;68.333;68.999
Ritt;70.333;70.999
Ritt;71.333;71.999
Ritt;72.333;72.999
Ritt;103.333;103.999
Ritt;104.333;104.999
Ritt;105.333;105.999
Ritt;106.333;106.999
Ritt;107.333;107.999
Ritt;108.333;108.999
Ritt;109.333;109.999
Ritt;110.333;110.999
Ritt;111.333;111.999
Ritt;112.333;112.999
Ritt;113.333;113.999
Ritt;114.333;114.999
Ritt;115.333;115.999
Ritt;116.333;116.999
Ritt;117.333;117.999
Ritt;118.333;118.999
Ritt;119.333;119.999
Ritt;120.333;120.999
Ritt;121.333;121.999
Ritt;122.333;122.999
Ritt;216.333;216.999
Ritt;217.333;217.999
Ritt;218.333;218.999
Ritt;219.333;219.999
Ritt;220.333;220.999
Ritt;221.333;221.999
Ritt;222.333;222.999
Ritt;223.333;223.999
Ritt;224.333;224.999
Ritt;225.333;225.999
Ritt;226.333;226.999
Ritt;227.333;227.999
Ritt;228.333;228.999
Ritt;229.333;229.999
Ritt;230.333;230.999
Ritt;231.333;231.999
Ritt;232.333;232.999
Ritt;233.333;233.999
Ritt;234.333;234.999
Ritt;243.333;243.999
Ritt;244.333;244.999
Ritt;245.333;245.999
Ritt;248.333;248.999
Ritt;249.333;249.999
Ritt;250.333;250.999
Ritt;290;290.5
Ritt;290.5;290.999
Ritt;291;291.5
Ritt;291.5;291.999
Ritt;292;292.5
Ritt;292.5;292.999
Ritt;955.333;955.999
Ritt;956.333;956.999
Ritt;957.333;957.999
Ritt;958.333;958.999
Ritt;960.333;960.999
Ritt;961.333;961.999
Ritt;962.333;962.999
Ritt;964.333;964.999
Schicksal;1385;1386.999
Schicksal;1387;1388.999
Schicksal;1399;1400.875
Schicksal;1608.5;1609.999
Schicksal;1642.5;1643.5
Schicksal;1643.5;1644.999
Schicksal;1723;1724.625
Schicksal;1725;1726.999
Schwert;508.833;509.333
Schwert;530.916;533.5
Schwert;1379.875;1381.25
Siegfried;496.5;503.999
Siegfried;502.5;508.999
Siegfried;519;522.999
Siegfried;546.5;550.833
Siegfried;1356.875;1360.125
Siegfried;1367.875;1371.5
Siegfried;1441.625;1445.75
Siegfried;1548.75;1552.375
Siegfried;1693.75;1700.75
Siegfried;1701.75;1708.999
Unmuth;635.5;636.125
Unmuth;666.5;668.875
Unmuth;676.5;678.875
Unmuth;682.5;684.875
Unmuth;688.5;689.999
Unmuth;912.5;915.5
Unmuth;928.5;930.875
Unmuth;980;981.985
Unmuth;996;997.999
Unmuth;998;999.999
Unmuth;1000;1001.999
Unmuth;1027.833;1029.999
Unmuth;1031.166;1032.999
Unmuth;1032.166;1033.999
Unmuth;1033.166;1034.666
Unmuth;1034.166;1035.999
Unmuth;1036.166;1037.999
Unmuth;1038.166;1039.833
Unmuth;1046;1048.916
Unmuth;1069;1070.833
Unmuth;1073;1074.833
Unmuth;1099;1100.833
Unmuth;1101;1102.833
Unmuth;1103;1104.833
Unmuth;1181;1182.833
Vertrag;826;829.999
Vertrag;905;906.083
Vertrag;907;908.166
Vertrag;1464.25;1466.999
Vertrag;1647;1650.125
Vertrag;1659;1661.125
Waberlohe;1430;1431.125
Waberlohe;1431;1432.125
Waberlohe;1432;1433.125
Waberlohe;1433;1434.125
Waberlohe;1434;1435.125
Waberlohe;1435;1436.125
Waberlohe;1436;1437.125
Waberlohe;1437;1438.5
Waberlohe;1446;1447.125
Waberlohe;1447;1448.125
Waberlohe;1448;1449.125
Waberlohe;1449;1450.125
Waberlohe;1450;1451.125
Waberlohe;1451;1452.125
Waberlohe;1495;1496.5
Waberlohe;1496;1497.25
Waberlohe;1516;1517.999
Waberlohe;1518;1518.999
Waberlohe;1522;1523.999
Waberlohe;1524;1525.5
Waberlohe;1572;1573.999
Waberlohe;1573;1574.999
Waberlohe;1574;1575.875
Waberlohe;1575;1576.25
Waberlohe;1576;1577.5
Waberlohe;1577;1578.25
Waberlohe;1578;1579.25
Waberlohe;1579;1580.5
Waberlohe;1580;1580.625
Waberlohe;1580.5;1581.125
Waberlohe;1581;1581.625
Waberlohe;1581.5;1582.125
Waberlohe;1582;1582.625
Waberlohe;1582.5;1583.125
Waberlohe;1583;1583.999
Waberlohe;1583;1584.5
Waberlohe;1584;1584.999
Waberlohe;1584.5;1585.625
Waberlohe;1585;1585.75
Waberlohe;1591;1591.999
Waberlohe;1591;1592.5
Waberlohe;1592;1592.875
Waberlohe;1593;1593.999
Waberlohe;1598;1598.625
Waberlohe;1598;1598.999
Waberlohe;1601.5;1602.5
Waberlohe;1602;1602.999
Waberlohe;1603;1603.999
Waberlohe;1604;1604.625
Waberlohe;1604.5;1605.125
Waberlohe;1605;1605.625
Waberlohe;1606;1606.75
Waberlohe;1606.5;1607.875
Waberlohe;1608;1608.875
Waberlohe;1608.5;1609.25
Waberlohe;1626.5;1627.125
Waberlohe;1627;1627.625
Waberlohe;1627.5;1628.125
Waberlohe;1628;1628.625
Waberlohe;1628.5;1629.125
Waberlohe;1629;1629.625
Waberlohe;1629.5;1630.125
Waberlohe;1630;1630.625
Waberlohe;1630.5;1631.125
Waberlohe;1631;1631.625
Waberlohe;1631.5;1632.125
Waberlohe;1632;1632.625
Waberlohe;1632.5;1633.125
Waberlohe;1633;1633.625
Waberlohe;1634;1634.625
Waberlohe;1639;1639.625
Waberlohe;1639.5;1639.625
Waberlohe;1640;1640.625
Waberlohe;1640.5;1641.375
Waberlohe;1641;1641.675
Waberlohe;1641.5;1642.125
Waberlohe;1642;1642.999
Waberlohe;1643;1643.625
Waberlohe;1690;1691.25
Waberlohe;1691;1692.25
Waberlohe;1692;1693.25
Waberlohe;1693;1694.25
Waberlohe;1694;1695.25
Waberlohe;1695;1696.25
Waberlohe;1696;1697.25
Waberlohe;1697;1698.25
Waberlohe;1698;1699.25
Waberlohe;1699;1700.25
Waberlohe;1700;1701.25
Waberlohe;1701;1702.25
Waberlohe;1702;1703.25
Waberlohe;1703;1704.25
Waberlohe;1704;1705.25
Waberlohe;1705;1706.25
Waberlohe;1706;1707.25
Waberlohe;1707;1708.25
Waberlohe;1708;1709.25
Waberlohe;1709;1710.25
Waberlohe;1710;1711.25
Waberlohe;1711;1712.25
Waberlohe;1712;1713.25
Waberlohe;1713;1714.25
Waberlohe;1714;1715.25
Waberlohe;1715;1716.25
Waberlohe;1716;1717.25
Waberlohe;1717;1718.25
Waberlohe;1718;1719.25
Waberlohe;1719;1720.25
Waberlohe;1720;1721.25
Waberlohe;1721;1722.25
Waberlohe;1722;1723.625
