Motif;StartMeasure;EndMeasure
Siegfried;720.875;722.625
Siegfried;755.875;757.625
Siegfried;758.875;759.999
Siegfried;775.875;777.999
Siegfried;778.875;780.125
Siegfried;781.875;783.125
Siegfried;784.875;786.5
Siegfried;785.875;787.999
Siegfried;811.875;812.999
Siegfried;814.75;815.999
Siegfried;1109.833;1111.5
Siegfried;1111.916;1113.5
Siegfried;1113.916;1115.5
Siegfried;1115.916;1117.5
Siegfried;1155;1155.999
Siegfried;1684;1687.75
Siegfried;1687.916;1691.5
Siegfried;1694.875;1696.75
Siegfried;1768.75;1770.25
Siegfried;1773;1774.25
Siegfried;1778.75;1781.999
Unmuth;9;10.5
Unmuth;629.333;631.333
Unmuth;634.333;636.333
Unmuth;638.333;640.333
Unmuth;645;646.333
Unmuth;649;650.333
Unmuth;659;660.666
Unmuth;661;662.333
Unmuth;677;678.125
Unmuth;678;678.625
Unmuth;680.5;681.625
Unmuth;681.5;682.125
Vertrag;15;16.999
Vertrag;17;18.999
Vertrag;19;20.999
Vertrag;21;22.999
Vertrag;22;22.999
Vertrag;66;67.999
Vertrag;70;71.999
Vertrag;72;73.25
Vertrag;73;75.125
Vertrag;117;118.999
Vertrag;119;120.999
Vertrag;186;189.999
Vertrag;332;333.999
Vertrag;673;674.999
Vertrag;722;723.999
Vertrag;729;730.999
Vertrag;741.625;742.999
Waberlohe;237.25;238.25
Waberlohe;238.25;239.25
Waberlohe;239.25;240.25
Waberlohe;241.25;241.999
Waberlohe;805;806.75
Waberlohe;806;807.25
Waberlohe;807.25;808.375
Waberlohe;808;809.999
Waberlohe;809.25;810.25
Waberlohe;810.25;811.25
Waberlohe;811;812.999
Waberlohe;813.25;814.375
Waberlohe;814.25;815.999
Waberlohe;816.25;817.5
Waberlohe;817.25;818.375
Waberlohe;821.25;822.999
Waberlohe;822.5;823.5
Waberlohe;824.25;825.999
Waberlohe;828.25;829.999
Waberlohe;832.25;833.875
Waberlohe;846.25;847.25
Waberlohe;847.25;848.25
Waberlohe;848.25;849.25
Waberlohe;849;850.25
Waberlohe;850;851.75
Waberlohe;978;979.999
Waberlohe;979;980.25
Waberlohe;991.25;992.25
Waberlohe;992;993.25
Waberlohe;993;994.875
Waberlohe;1541;1542.25
Waberlohe;1543.25;1544.75
Waberlohe;1549.25;1550.25
Waberlohe;1550.75;1552.25
Waberlohe;1557.25;1558.75
Waberlohe;1590.25;1591.25
Waberlohe;1591;1592.25
Waberlohe;1592;1593.25
Walhall-b;615;617.666
Walhall-b;1365.125;1368.999
